Name: “Table 1 of 1 on page 24 of 43”,Name: “Table 1 of 1 on page 24 of 43”,Name: “Table 1 of 1 on page 24 of 43”,Name: “Table 1 of 1 on page 24 of 43”,Name: “Table 1 of 1 on page 24 of 43”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,
"Table 10—Pulpwood volume by destination, source, and","Table 10—Pulpwood volume by destination, source, and","Table 10—Pulpwood volume by destination, source, and","Table 10—Pulpwood volume by destination, source, and",
"species group, Virginia, 1995a","species group, Virginia, 1995a",,,
,,Species group,Species group,
Destination,All,All,,
and source,species,Sofstpwecoioeds,HardwooSdoftwood,Hardwood
,,Thousand cubic feet,,
Virginia (retained),"164,036","91,208","72,828",
Exports to:,,,,
Florida,"1,123","1,123",0,
Georgia,"2,152",0,"2,152",
Maryland,"6,579","4,833","1,746",
North Carolina,"17,646","13,009","4,637",
Ohio,35,35,0,
Pennsylvania,"3,559","3,134",425,
South Carolina,873,399,474,
Tennessee,"5,362",0,"5,362",
Total,"37,329","22,533","14,796",
Imports from:,,,,
Delaware,998,662,336,
Kentucky,7,0,7,
Maryland,"4,760","3,028","1,732",
North Carolina,"33,052","11,095","21,957",
Tennessee,14,0,14,
West Virginia,"11,323",444,"10,879",
Total,"50,154","15,229","34,925",
a,,,,
Includes roundwood chipped that was delivered to nonpulpmills and,Includes roundwood chipped that was delivered to nonpulpmills and,Includes roundwood chipped that was delivered to nonpulpmills and,,
then chipped and sold to pulpmills.,,,,
,20,20,,
