Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”,Name: “Table 1 of 1 on page 38 of 64”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,,,,,,,,,,,,,
Table,21--Merchantable,21--Merchantable,21--Merchantable,volume,of,live,treea,and,growing,stock,on,"timberland,",by,forest-type,,and,species,"groupe,","groupe,",,
Coaetal,Plain,of,"Virginia,",1991,1991,,,,,,,,,,,,,,,,
,,,,,,,,,Live,trees,,,,,,,,,Growing,stock,
Forest-type,Forest-type,Forest-type,group,,,,,,,,,,,,,,,,,,
,,,,,All,,,,Other,,,Soft,Hard,Hard,All,All,,,Other,Soft,Hard
,,,,species,species,species,Pine,,softwood,softwood,hardwood,hardwood,hardwood,hardwood,species,species,species,Pine,softwood,hardwood,hardwood
,,,,,,,,,,,,,Thousand,Thousand,cubic,feet,feet,,,,
White,pine-hemlock,pine-hemlock,,,,_-,,__,_-,,,--,,_-,,,__,__,--,-_,--
Spruce-fir,Spruce-fir,,,,,-_,,__,__,,,__,,-_,,,__,__,--,--,--
Longleaf-slash,Longleaf-slash,pine,,,,--,,_-,__,,,__,,_-,,,-,--,__,__,_-
Loblolly-shortleaf,Loblolly-shortleaf,Loblolly-shortleaf,pine,"2,181,869","2,181,869","2,181,869","1,817,742","1,817,742","2,152",,"201,229","201,229","160,746","160,746","2,141,370","2,141,370","2,141,370","1,811,108","1,960","184,845","143,457"
Oak-pine,Oak-pine,,,"964,351","964,351","964,351","396,957","396,957","2,766",,"249,226","249,226","315,402","315,402","920,067","920,067","920,067","395,543","2,766","232,139","289,619"
Oak-hickory,Oak-hickory,,,"2,565,701","2,565,701","2,565,701","192,495","192,495","4,315",,"1,017,773","1,017,773","1,351,118","1,351,118","2,395,311","2,395,311","2,395,311","190,358","4,200","951,619","1,249,134"
Oak-gum-cypress,Oak-gum-cypress,Oak-gum-cypress,,"711,230","711,230","711,230","20,890","20,890","48,490",,"444,010","444,010","197,840","197,840","635,559","635,559","635,559","20,890","47,512","388,664","178,493"
Elm-ash-cottonwood,Elm-ash-cottonwood,Elm-ash-cottonwood,,"128,248","128,248","128,248","3,911","3,911","2,195",,,"75,189","46,953","46,953","110,327","110,327","110,327","3,911","2,195","70,295","33,926"
Maple-beech-birch,Maple-beech-birch,Maple-beech-birch,,,,-_,,--,--,,,--,,__,,__,__,__,__,--,--
All,types,,,"6,551,399","6,551,399","6,551,399","2,431,995","2,431,995","59,918",,"1,987,427","1,987,427","2,072,059","2,072,059","6,202,634","6,202,634","6,202,634","2,421,810","58,633","1,827,562","1,894,629"
,,,,,,,,,,,,,,,,,,,,,I
