Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”,Name: “Table 1 of 1 on page 58 of 64”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,,,,,
Tab le,45--Ch ange,45--Ch ange,i n,n u m b e r,of live,tre e s,on,"tim b e rland,",by,spe cie s,spe cie s,"group,",surve y,com ple tion,"date ,"
and,diam e te r,diam e te r,"clas s ,",Coas tal Plain,Coas tal Plain,of,Virginia,,,,,,,,
,,,,,,,Diam e te r,Diam e te r,class,(inch e s,(inch e s,at b r e as t h e igh t),at b r e as t h e igh t),at b r e as t h e igh t),
Spe cie s,Spe cie s,group,,,,,,,,,,,,,
,,,All,All,,,,,,,,,,,
,and,,,,,,,,,,,,,,
,,,clas s e s,clas s e s,l.O-,,3.0-,5.0-,,7.0-,,9 .0-,ll.O-,,
,,,,,2.9,,4.9,6.9,,8.9,,10.9,12.9,,
,,,,,,,,Th ousand,Th ousand,Th ousand,tre e s,,,,
Ye llow,pine,pine,,,,,,,,,,,,,
,19 85,,"648,384","648,384","222,860","222,860","175,582","114,626","66,09 2","66,09 2",,"30,9 9 8","17,342",,
,19 9 1,,"744,339","744,339","281,39 0","281,39 0","19 0,038","124,79 7","74,311","74,311",,"36,064","18,479",,
Ch ange,Ch ange,,"+ 9 5,9 55","+ 9 5,9 55","+ 58,530","+ 58,530","+ 14,456","+ 10,171","+ 8,219","+ 8,219","+ 5,066","+ 5,066","+ 1,137",,
Oth e r,softw ood,softw ood,,,,,,,,,,,,,
,19 85,,"32,008","32,008","22,59 9","22,59 9","6,753","1,061",,416,,226,,,
,19 9 1,,"32,274","32,274","22,9 07","22,9 07","6,112","1,656",,434,,252,,,
Ch ange,Ch ange,,,+ 266,+ 308,+ 308,-641,+ 59 5,,+ 18,,+ 26,-145,,
H ardw ood,H ardw ood,,,,,,,,,,,,,,
,19 85,,"2,708,312","2,708,312","1,9 22,9 44","1,9 22,9 44","420,186","155,245","80,69 3","80,69 3",,"51,284","31,063",,
,19 9 1,,"2,69 2,404","2,69 2,404","1,9 38,114","1,9 38,114","407,341","146,350","76,182","76,182",,"45,9 9 1","30,835",,
Ch ange,Ch ange,,"-15,9 08","-15,9 08","+ 15,170","+ 15,170","-12,845","-8,89 5","-4,511","-4,511",,"-5,29 3",-228,,
