Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”,Name: “Table 1 of 1 on page 55 of 64”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,,,,,,
Table,42--Average,42--Average,42--Average,net,annual,growth,and,removals,of,sawtimber,on,"timberland,"
by,"species,",Coastal,Coastal,Plain,of,"Virginia,",1985-1990,1985-1990,,,,
,,,,,,,Net,,,,,Annual
,,Species,,,,,,,,,,
,,,,,,annual,annual,growth,,,timber,removals
,,,,,,,,,Thousand,board,feet,
Softwood,Softwood,,,,,,,,,,,
Yellow,Yellow,pines,,,,,"457,192","457,192",,,,"420,794"
Eastern,Eastern,white,,pine,,,,--,,,,--
Spruce,Spruce,and,fir,,,,,--,,,,--
Cypress,Cypress,,,,,,"6,198","6,198",,,,--
Other,Other,eastern,,softwoods,,,,323,,,,--
,Total,softwoods,softwoods,,,,"463,713","463,713",,,,"420,794"
Hardwood,Hardwood,,,,,,,,,,,
Select,Select,white,and,,,,,,,,,
,red,oaks,,,,,"105,559","105,559",,,,"96,057"
Other,Other,white,and,,,,,,,,,
,red,oaks,,,,,"96,100","96,100",,,,"80,964"
Hickory,Hickory,,,,,,"12,817","12,817",,,,"12,739"
Yellow,Yellow,birch,,,,,,--,,,,--
Hard,maple,maple,,,,,,102,,,,592
Sweetgum,Sweetgum,,,,,,"66,870","66,870",,,,"66,257"
"Ash,","walnut,","walnut,",and,,,,,,,,,
,black,cherry,cherry,,,,"7,431","7,431",,,,"3,826"
Yellow-poplar,Yellow-poplar,Yellow-poplar,,,,,"107,164","107,164",,,,"91,049"
Tupelo,Tupelo,and,blackgum,blackgum,,,"17,126","17,126",,,,"15,426"
Bay,and,magnolia,magnolia,,,,,13,,,,--
Other,Other,eastern,,hardwoods,,,"67,831","67,831",,,,"45,120"
,Total,hardwoods,hardwoods,,,,"481,013","481,013",,,,"412,030"
All,species,,,,,,"944,726","944,726",,,,"832,824"
,,,,,,,,,,,,47
