Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”,Name: “Table 1 of 1 on page 41 of 64”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,,
Table,26--Area,,of,"timberland,",by,treatment,opportunity,and,ownership,"classes,",
Coastal,Plain,of,of,"Virginia,",1991,,,,,,
,,,,,,,,Ownership,class,,
,Treatment,Treatment,Treatment,,,,,,,,
,,,,,All,,,,,,
,opportunity,opportunity,opportunity,,,,,,Forest,,
,,,,ownerships,ownerships,,,Forest,,,
,,,,,,,,,,,Other
,class,class,,,,Public,Public,,industry-,industry-,
,,,,,,,,industry,,,private
,,,,,,,,,leased,,
,,,,,,,,Acres,,,
Salvage,,,,,"20,065","3,713","3,713","2,297",_-,,"14,055"
Harvest,,,,,"351,212","38,784","38,784","51,098",--,,"261,330"
Commercial,Commercial,thinning,thinning,,"296,627","3,543","3,543","111,614",_-,,"181,470"
Other,stand,improvement,improvement,,"436,053","6,358","6,358","60,455",--,,"369,240"
Stand,conversion,conversion,conversion,,"12,183",,--,"4,021",--,,"8,162"
Regeneration,Regeneration,,,,"246,940","10,743","10,743","45,795",--,,"190,402"
Stands,in,relatively,relatively,,,,,,,,
good,condition,condition,condition,"2,162,985","2,162,985","81,366","81,366","454,107",_-,,"1,627,512"
Adverse,sitesa,sitesa,,,"176,201","2,246","2,246","20,967",--,,"152,988"
All,classes,,,"3,702,266","3,702,266","146,753","146,753","750,354",--,,"2,805,159"
aAreas,where,management,management,opportunities,opportunities,are,severely,limited,because,of,steep
slopes,or,poor,drainage.,drainage.,,,,,,,
,,,,,,,,,,,33
