Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”,Name: “Table 1 of 1 on page 59 of 68”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,,,,,,,,,,,
Tab le,45--Ch ange,45--Ch ange,i n,n u m b e r,of live,tre e s,on,"tim b e rland,",by,spe cie s,spe cie s,"group,",surve y,com ple tion,"date ,","date ,"
and,diam e te r,diam e te r,"class,",North e rn,Pie d m ont of,Pie d m ont of,Virginia,Virginia,,,,,,,,
,,,,,,,Diam e te r,Diam e te r,class,(inch e s,(inch e s,at b r e as t h e igh t),at b r e as t h e igh t),at b r e as t h e igh t),,
Spe cie s,Spe cie s,group,,All,,,,,,,,,,,,
,and,,clas s e s,clas s e s,l.O-,3.0-,3.0-,5.0-,,7.0-,7.0-,9 .0-,11 .o-,13.0-,15.0,and
,y e ar,y e ar,,,2.9,4.9,4.9,6.9,,8.9,,10.9,12.9,14.9,large r,large r
,,,,,,,,Th ousand,Th ousand,Th ousand,tre e s,,,,,
Ye llow,p i n e,p i n e,,,,,,,,,,,,,,
,19 86,19 86,"247,760","247,760","87,351","55,608","55,608","49 ,29 4","32,061","32,061","32,061","14,572","6,451","1,807",,616
,19 9 2,19 9 2,"230,638","230,638","65,29 3","55,130","55,130","53,9 54","31,19 0","31,19 0","31,19 0","14,59 9","7,438","2,368",,666
Ch ange,Ch ange,,"-17,122","-17,122","-22,058",,-478,"+ 4,660",,-871,-871,+ 27,+ 9 87,+ 561,,+ 50
Oth e r,softw ood,softw ood,,,,,,,,,,,,,,
,19 86,19 86,,"87,864","59 ,410","16,014","16,014","8,085",,"1,9 42","1,9 42","1,153",408,208,644,644
,19 9 2,,,"9 3,279","57,757","20,627","20,627","9 ,823",,"2,234","2,234","1,19 7",625,230,,786
Ch ange,Ch ange,,,"+ 5,415","-1,653","+ 4,613","+ 4,613","+ 1,738",,+ 29 2,+ 29 2,+ 44,+ 217,+ 22,+ 142,+ 142
H ardw ood,H ardw ood,,,,,,,,,,,,,,,
,19 86,,"1,39 0,622","1,39 0,622","9 13,807","210,9 18","210,9 18","9 5,467","59 ,849","59 ,849","59 ,849","39 ,69 1","25,9 40","18,468","26,482","26,482"
,19 9 2,,"1,375,336","1,375,336","89 4,39 8","211,014","211,014","9 1,845","55,456","55,456","55,456","43,332","28,301","19 ,057","31,9 33","31,9 33"
Ch ange,Ch ange,,"-15,286","-15,286","- 1 9 ,409",,+96,"-3,622","-4,39 3","-4,39 3","-4,39 3","+ 3,641","+ 2,361",+ 589,"+ 5,451","+ 5,451"
