Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”,Name: “Table 1 of 1 on page 35 of 68”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,,,,,,
Table,17--Area,of,"timberland,","timberland,",by,broad,management,management,and,stand-volume,stand-volume,"classes,",,
Northern,Piedmont,Piedmont,of,"Virginia,",1992,1992,,,,,,,,
,,,,,,,,Stand-volume,Stand-volume,Stand-volume,class,,,
,Broad,,,,,,,,,,,,,
,,,,All,,,(cubic,feet,of,growing,stock,per,,acre>
management,management,,,,,,,,,,,,,
,,,classes,classes,,,,,,,,,,
,class,,,,,,,,,,,,,
,,,,,,o-499,500-999,500-999,,1000-1499,1500-1999,1500-1999,,2000+
,,,,,,,,,Acres,,,,,
Pine,plantation,plantation,"168,521","168,521",,"64,408","20,398","20,398",,"19,717","23,697","23,697",,"40,301"
Natural,pine,,"281,293","281,293",,"45,156","34,615","34,615",,"27,455","29,742","29,742",,"144,325"
Oak-pine,,,"289,160","289,160",,"73,181","37,487","37,487",,"38,713","45,769","45,769",,"94,010"
Upland,hardwood,hardwood,"1,603,351","1,603,351","165,531","165,531","144,502","144,502",,"214,248","242,737","242,737",,"836,333"
Lowland,hardwood,hardwood,,"84,226",,"15,391","13,308","13,308",,"8,378","19,414","19,414",,"27,735"
All,classes,,"2,426,551","2,426,551","363,667","363,667","250,310","250,310",,"308,511","361,359","361,359","1,142,704",
,,,,,,,,,,,,,,27
