Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”,Name: “Table 1 of 1 on page 45 of 68”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,,,,,,,
Table,31--Volume,31--Volume,of,timber,on,"timberland,",by,class,of,timber,and,species,"group,"
Northern,Piedmont,Piedmont,of,"Virginia,","Virginia,",1992,,,,,,,
,,,,,,All,,,Other,Other,Soft,Soft,Hard
Class,Class,of,timber,,,,Pine,,,,,,
,,,,,species,species,,,softwood,softwood,hardwood,hardwood,hardwood
,,,,,,,,Thousand,Thousand,cubic,feet,feet,
Sawtimber,,trees,,,,,,,,,,,
Saw-log,,portion,portion,,"2,781,409","2,781,409","373,461","373,461","67,161","67,161","824,501","824,501","1,516,286"
Upper-stem,Upper-stem,portiona,portiona,,"458,018","458,018","59,312","59,312","5,634","5,634","130,418","130,418","262,654"
Total,,,,,"3,239,427","3,239,427","432,773","432,773","72,795","72,795","954,919","954,919","1,778,940"
Poletimber,Poletimber,trees,,,"1,352,904","1,352,904","391,822","391,822","33,061","33,061","324,642","324,642","603,379"
All,growing-stock,growing-stock,growing-stock,trees,"4,592,331","4,592,331","824,595","824,595","105,856","105,856","1,279,561","1,279,561","2,382,319"
Rough,trees,,,,,,,,,,,,
Sawtimber,Sawtimber,size,,,"138,986","138,986","6,218","6,218","1,050","1,050","46,167","46,167","85,551"
Poletimber,Poletimber,size,size,,"173,590","173,590","6,136","6,136","1,303","1,303","51,823","51,823","114,328"
Total,,,,,"312,576","312,576","12,354","12,354","2,353","2,353","97,990","97,990","199,879"
Rotten,trees,,,,,,,,,,,,
Sawtimber,Sawtimber,size,,,,"33,962",,--,,--,"16,319","16,319","17,643"
Poletimber,Poletimber,size,size,,,"5,806",,--,,--,"1,989","1,989","3,817"
Total,,,,,,"39,768",,--,,--,"18,308","18,308","21,460"
Salvable,dead,,trees,,,,,,,,,,
Sawtimber,Sawtimber,size,,,,"6,759",356,356,,10,,998,"5,395"
Poletimber,Poletimber,size,size,,,"3,835",392,392,,48,"1,033","1,033","2,362"
Total,,,,,,"10,594",748,748,,58,"2,031","2,031","7,757"
"Total,",all,timber,timber,,"4,955,269","4,955,269","837,697","837,697","108,267","108,267","1,397,890","1,397,890",2.611.415
aIncludes,cull,cull,sections,in,the,saw-log,portion.,portion.,,,,,
,,,,,,,,,,,,,37
