Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”,Name: “Table 1 of 1 on page 58 of 68”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,,,,,,
Table,44--Average,44--Average,44--Average,annual,mortality,of,live,"timber,","timber,",growing,growing,"stock,",and,sawtimber,sawtimber,on
"timberland,","timberland,",by,"species,","species,",Northern,Piedmont,Piedmont,of,"Virginia,","Virginia,",1986-1991,1986-1991,,,,
,,Species,Species,,,Live,timbera,,Growing,Growing,stock,stock,,Sawtimber,Sawtimber,
,,,,,,,Thousand,Thousand,cubic,feet,,,,Thousand,Thousand,
,,,,,,,,,,,,,,board,feet,
Softwood,Softwood,,,,,,,,,,,,,,,
Yellow,Yellow,pines,,,,"9,444","9,444",,,"8,796","8,796",,,"18,664","18,664",
Eastern,Eastern,white,,pine,,,197,,,,197,,,,--,
Spruce,Spruce,and,fir,,,,--,,,,--,,,,--,
Cypress,Cypress,,,,,,__,,,,--,,,,_-,
Other,Other,eastern,,softwoods,softwoods,,478,,,478,478,,,,613,
,Total,softwoods,softwoods,softwoods,,"10,119","10,119",,,"9,471","9,471",,,"19,277","19,277",
Hardwood,Hardwood,,,,,,,,,,,,,,,
Select,Select,white,and,and,,,,,,,,,,,,
,red,oaks,,,,"6,122","6,122",,,"5,223","5,223",,,"17,362","17,362",
Other,Other,white,and,,,,,,,,,,,,,
,red,oaks,,,,"9,451","9,451",,,"8,331","8,331",,,"25,279","25,279",
Hickory,Hickory,,,,,"1,486","1,486",,,"1,206","1,206",,,"3,873","3,873",
Yellow,Yellow,birch,,,,,--,,,,--,,,,--,
Hard,maple,maple,,,,,--,,,,--,,,,--,
Sweetgum,Sweetgum,,,,,,292,,,292,292,,,,--,
"Ash,","walnut,","walnut,",and,and,,,,,,,,,,,,
,black,cherry,cherry,,,"1,137","1,137",,,,681,,,"2,049","2,049",
Yellow-poplar,Yellow-poplar,Yellow-poplar,,,,"1,741","1,741",,,"1,631","1,631",,,"2,310","2,310",
Tupelo,Tupelo,and,blackgum,blackgum,,,158,,,,158,,,,--,
Bay,and,magnolia,magnolia,magnolia,,,--,,,,--,,,,__,
Other,Other,eastern,,hardwoods,hardwoods,"7,852","7,852",,,"3,757","3,757",,,"10,866","10,866",
,Total,hardwoods,hardwoods,hardwoods,,"28,239","28,239",,,"21,279","21,279",,,"61,739","61,739",
All,species,,,,,"38,358","38,358",,,"30,750","30,750",,,"81,016","81,016",
aMerchantable,aMerchantable,aMerchantable,portion,portion,only.,,,,,,,,,,,
50,,,,,,,,,,,,,,,,
